"DOMAIN","TITLE","",""
"MATHS","subtract","",""
"IMAGE","Regional architecture reflects the distinctive cultural and environmental characteristics of a specific region.","",""
"IMAGE","Renaissance buildings exhibit symmetry and proportion.","",""
"INFO","What is Jitu Rai's highest ranking in ISSF shooting events?","",""
"IMAGE","Snow-capped peaks rise majestically against a blue sky.","",""
"INFO","How does INFO systems technology work","",""
"INFO","How to start a compost pile?","",""
"INFO","How to repair a torn window screen?","",""
"MATHS","Laplace domain transfer function","",""
"IMAGE","A city built on the ruins of an ancient civilization.","",""
"IMAGE","A family playing frisbee in the backyard.","",""
"IMAGE","A couple having a romantic picnic in a meadow.","",""
"MATHS","Fourier transform","",""
"INFO","What is the SI unit of force?","",""
"INFO","What's your opinion on the latest blockbuster's CGI effects?","",""
"IMAGE","A colorful parrot perches on a branch, its vibrant feathers creating a dazzling display of hues.","",""
"IMAGE","Friends having a karaoke night at home.","",""
"INFO","What are the benefits of teaching entrepreneurship in schools?","",""
"IMAGE","A picturesque seaside town with colorful houses and a bustling harbor.","",""
"INFO","What is the best time of the year to visit","",""
"MATHS","Define the concept of graph connectivity.","",""
"MATHS","Identify the midpoint of a line segment given its endpoints.","",""
"MATHS","Differentiation theorem","",""
"IMAGE","Prairie School architecture reflects the American Midwest, with its horizontal lines and open floor plans.","",""
"INFO","What is the role of neurotransmitters in the nervous system","",""
"INFO","How is Diwali celebrated in different parts of India, and what are its customs?","",""
"INFO","How do movie reviews influence your decision to watch a film?","",""
"MATHS","Solve:  8×(3+4).","",""
"IMAGE","Ornate bridal jewelry sets featuring Kundan and Polki work.","",""
"IMAGE","A woman attending a photography workshop and learning new techniques.","",""
"MATHS","In how many ways can you arrange the letters in the word ""ALGEBRA""?","",""
"INFO","What are the best strategies for paying off student loans?","",""
"INFO","What were the main causes of the Vietnam War?","",""
"MATHS","A solution is 20% acid. How much water must be added to 1 liter of this solution to dilute it to 5% acid?","",""
"INFO","What's your opinion on the latest season of your favorite TV show?","",""
"INFO","What are the best resources for teaching history?","",""
"INFO","Write the lyrics to the song","",""
"INFO","Translate this email into","",""
"IMAGE","A student attending a study abroad program in a foreign country.","",""
"IMAGE","Vibrant lehengas with rich embroidery for festive occasions.","",""
"IMAGE","Whispers of dreams in the silence of night.","",""
"MATHS","The area of a right triangle is 48 square units, and one leg measures 8 units. Find the length of the other leg.","",""
"IMAGE","A vibrant rainbow arching across the sky after a summer rain shower.","",""
"IMAGE","Streamline Moderne architecture is characterized by sleek, aerodynamic forms and horizontal lines.","",""
"IMAGE","A serene lake is surrounded by towering mountains.","",""
"IMAGE","Friends going on a road trip together in a convertible.","",""
"MATHS","prove that","",""
"INFO","Are there any must-play indie games gaining traction?","",""
"IMAGE","Dolphin rescue team saves stranded whale in daring operation","",""
"INFO","How to invest in dividend-paying stocks?","",""
"INFO","How does Japanese sushi vary from region to region?","",""
"IMAGE","A vibrant cultural district is alive with theaters, galleries, and performance spaces, celebrating the city's artistic spirit.","",""
"MATHS","∇","",""
"MATHS","A bag contains 7 white balls and 5 black balls. If two balls are drawn with replacement, what is the probability that both are white?","",""
"INFO","What were the consequences of the assassination of Julius Caesar?","",""
"MATHS","If A = {1, 2, 3} and B = {3, 4, 5}, find A ∩ B.","",""
"IMAGE","A vibrant tulip field stretching to the horizon in a riot of color.","",""
"INFO","How does wireless charging work?","",""
"MATHS","Gravitational force","",""
"INFO","How are social media platforms combating hate speech?","",""
"MATHS","If |A| = -8 and |B| = 4, find |A^(-1)B|.","",""
"INFO","What are the risks of untreated depression?","",""
"INFO","How do I teach students about global citizenship?","",""
"INFO","How to prevent acne scars?","",""
"INFO","How to grow herbs indoors?","",""
"MATHS","Standard deviation","",""
"MATHS","A train travels at a speed of 60 km/h. How far will it travel in 4 hours?","",""
"MATHS","Define the concept of graph transitivity.","",""
"IMAGE","Fragments of dreams scattered like stardust.","",""
"IMAGE","A cunning kitsune with multiple tails.","",""
"IMAGE","A vibrant wildflower meadow buzzing with bees and butterflies.","",""
"INFO","What are the best ways to invest in emerging market currencies?","",""
"MATHS","List the elements of the set {1, 2, 3}.","",""
"IMAGE","A family building a sandcastle on the beach.","",""
"MATHS","Fourier domain frequency response","",""
"MATHS","In a group of 50 people, 20 wear glasses, 25 wear contacts, and 10 wear both. If a person is selected at random, what is the probability that they wear glasses but not contacts?","",""
"IMAGE","A snowy mountain peak illuminated by the light of the moon.","",""
"INFO","What is the chemical formula for nitric acid?","",""
"INFO","Offer a detailed review of a specific website","",""
"INFO","How are social media platforms addressing misINFO?","",""
"MATHS","Calculate the absolute difference between","",""
"IMAGE","Snow-capped mountains piercing the clear blue sky.","",""
"INFO","What is the process by which plants take in carbon dioxide and release oxygen called?","",""
"INFO","Make a song about a programmer and someone who is not a programmer","",""
"INFO","What are the advantages of index funds?","",""
"IMAGE","A couple going on a wine tasting tour in wine country.","",""
"IMAGE","Classic pearl jewelry sets for understated elegance.","",""
"INFO","What are the benefits of teaching character education in schools?","",""
"MATHS","Complex plane","",""
"INFO","How do I teach financial literacy to children?","",""
"INFO","Who is credited with inventing the first practical microwave oven?","",""
"INFO","What are the benefits of outdoor education?","",""
"MATHS","Find the difference of ","",""
"IMAGE","A snowy mountain peak illuminated by the light of the moon.","",""
"INFO","Who is known as the ""Greek God"" of Bollywood?","",""
"MATHS","Three dice are rolled. What is the probability that the sum of the rolls is divisible by 3?","",""
"INFO","What year did the United States declare independence from Great Britain","",""
"INFO","What impact did the invention of the printing press have on the spread of knowledge and ideas?","",""
"INFO","How can I speed up my slow computer?","",""
"INFO","What were the major empires that ruled over India during the medieval period?","",""
"INFO","How to knit a basic scarf?","",""
"IMAGE","Symphony of colors in the palette of emotions.","",""
"INFO","How to calculate mortgage payments?","",""
"INFO","What is the most widely spoken language","",""
"MATHS","A bank account earns interest at a rate of 5% per year. Write a differential equation to model the amount of money in the account as a function of time.","",""
"MATHS","Apply trigonometric identities to simplify trigonometric or equations","",""
"MATHS","Are sets {1, 2} and {2, 1} equal? Why or why not?","",""
"MATHS","×","",""
"MATHS","Describe the effect of a translation on the position of a shape on a coordinate plane.","",""
"MATHS","Compute the limit of the function ","",""
"IMAGE","A bustling city square with towering skyscrapers and bustling crowds.","",""
"INFO","How does search engine technology work","",""
"IMAGE","Scientists develop device that translates animal thoughts into speech","",""
"MATHS"," units of measurement.","",""
"MATHS","A company's profit is given by the equation P = 5x - 100, where x represents the number of products sold. How many products must be sold for the company to break even (i.e., when profit is zero)?","",""
"IMAGE","Glow-in-the-dark trees invented to replace street lamps","",""
"IMAGE","A contented pig rolling around in the mud.","",""
"IMAGE","Children running through sprinklers in the backyard.","",""
"INFO","How to treat a sore throat?","",""
"IMAGE","Designer saree blouses with modern cuts and detailing.","",""
"IMAGE","A tranquil pond surrounded by weeping willows and blooming lotus flowers.","",""
"IMAGE","Dance of contradictions in the rhythm of the cosmos.","",""
"MATHS","A beam is subjected to a distributed load. Write down the differential equation governing the deflection of the beam under the applied load.","",""
"IMAGE","A bustling train station hums with activity, commuters rushing to catch their next ride.","",""
"INFO","Who is the author of ""The Inheritance of Loss""?","",""
"MATHS","A recipe calls for 3/4 cup of flour. If you want to make half of the recipe, how much flour do you need?","",""
"INFO","What are the most Instagram-worthy spots in Iceland?","",""
"INFO","How to improve credit score quickly?","",""
"MATHS","Evaluate","",""
"MATHS","d/dx","",""
"INFO","What are the main ingredients in a classic Greek salad?","",""
"MATHS","Laplace domain solution","",""
"MATHS","Express 0. recurring as a fraction.","",""
"IMAGE","A fierce ogre wielding a massive club in a rugged mountain pass.","",""
"MATHS","Find the rank of a given linear transformation.","",""
"IMAGE","A tranquil garden with trickling fountains and winding pathways.","",""
"IMAGE","A tranquil pond reflects the fiery colors of autumn.","",""
"INFO","How to make a macrame plant hanger?","",""
"INFO","Who is known as the inventor of the television?","",""
"INFO","Can you provide me with some ideas for blog posts about","",""
"IMAGE","A mysterious shade haunting the ruins of an ancient castle.","",""
"IMAGE","A field of sunflowers turns its faces toward the sun.","",""
"MATHS","Is 108108 divisible by 4, 6, 8, 9, and 12?","",""
"INFO","Potential risks associated with investing in cryptocurrencies","",""
"IMAGE","A colorful salad bursting with fresh greens, ripe tomatoes, crisp cucumbers, and creamy avocado.","",""
"INFO","Who is K. Chandrashekar Rao?","",""
"MATHS","What is Dijkstra's algorithm used for in graph theory?","",""
"IMAGE","A grand fountain sparkles in the sunlight, its waters dancing to the rhythm of the city.","",""
"IMAGE","A family going on a camping trip and roasting marshmallows around a campfire.","",""
"IMAGE","Friends laughing and chatting around a campfire.","",""
"INFO","What are the main challenges facing the healthcare system in [country]?","",""
"INFO","Who is the youngest recipient of the Sangeet Natak Akademi Award?","",""
"INFO","What is the capital of","",""
"MATHS","Calculate the sum of the first 100 positive integers.","",""
"MATHS","What is the probability of randomly selecting a vowel (a, e, i, o, u) from the English alphabet?","",""
"IMAGE","A curious monkey swings through the trees, its agile movements a testament to its acrobatic skills.","",""
"MATHS","Prove that the square root of 2 is irrational.","",""
"INFO","What is the International Space Station","",""
"IMAGE","A vibrant night market comes alive after dark, with stalls selling street food and handmade crafts.","",""
"IMAGE","Man builds functioning time machine in garage","",""
"MATHS","Determine if a linear transformation is one-to-one (injective).","",""
"IMAGE","Embrace of vulnerability in moments of strength.","",""
"IMAGE","A couple exploring a foreign city and trying local cuisine.","",""
"MATHS","What is the mode of the numbers 5, 7, 9, 9, 11, 11, 12, 13, 15?","",""
"INFO","Who is Rohan Bopanna, and what are his notable achievements in tennis?","",""
"INFO","What is the International Phonetic Alphabet (IPA)","",""
"INFO","What are the dangers of high blood pressure?","",""
"INFO","What is Aamir Khan's highest-grossing film of all time?","",""
"INFO","How to make homemade bread?","",""
"MATHS","A manufacturer wants to design a cylindrical can with a volume of 500 cubic centimeters. Determine the dimensions that will minimize the cost of materials if the top and bottom are twice as expensive to construct as the sides.","",""
"MATHS","Find the expected value of a random variable ","",""
"IMAGE","A man relaxing in a hammock under the shade of palm trees.","",""
"INFO","How did the Scramble for Africa by European powers impact the continent?","",""
"IMAGE","A post-scarcity society where resources are abundant.","",""
"INFO","How to calculate the present value of money?","",""
"IMAGE","A bustling city street at night, illuminated by neon lights.","",""
"INFO","How did the Haitian Revolution shape the history of the Caribbean?","",""
"INFO","What is the largest mammal in the world","",""
"IMAGE","Tudor architecture incorporates half-timbered construction and steeply pitched roofs.","",""
"MATHS","A right circular cylinder is inscribed in a cone with radius 6 cm and height 8 cm. Find the maximum volume of the cylinder.","",""
"INFO","How do supernovae contribute to the life cycle of stars and the creation of heavy elements","",""
"INFO","What are the ethical implications of genetic engineering?","",""
"MATHS","Calculate the area of a rectangle ","",""
"INFO","What is the main function of the circulatory system?","",""
"IMAGE","A family going on a nature hike and spotting wildlife.","",""
"MATHS","rationalize","",""
"IMAGE","Shattered illusions revealing hidden truths.","",""
"INFO","Who is Mamata Banerjee?","",""
"MATHS"," If the radius of a circle is increasing at a rate of 2 cm/s, find the rate at which the area is increasing when the radius is 5 cm.","",""
"INFO","How to cook the perfect steak?","",""
"INFO","How is Baisakhi celebrated as the Sikh New Year and harvest festival?","",""
"INFO","What are the risks of investing in emerging market debt?","",""
"MATHS","A farmer wants to create two adjacent rectangular enclosures with a total area of 400 square meters. Find the dimensions that minimize the total amount of fencing needed.","",""
"MATHS","biconditional statement","",""
"INFO","Suggest a multi-course dinner party menu with winter ingredients","",""
"INFO","Which actor is known for his portrayal of iconic villain characters in Bollywood?","",""
"MATHS","permutations","",""
"INFO","What is the upcoming project of Varun Dhawan after ""Coolie No. 1""?","",""
"IMAGE","The Elephanta Caves near Mumbai feature rock-cut temples dedicated to Lord Shiva, showcasing ancient Indian architecture.","",""
"INFO","How are governments addressing the refugee crisis?","",""
"IMAGE","A tranquil garden with blooming cherry blossoms.","",""
"INFO","What inspired Anoushka Shankar to pursue a career in music?","",""
"INFO","What are some fashion mistakes to avoid","",""
"MATHS","Find the coordinates of a vector with respect to a given basis.","",""
"IMAGE","A meandering river winds through rolling hills.","",""
"INFO","Suggest some coding challenges or exercises for beginners","",""
"INFO","What is the best antivirus software for Windows 10?","",""
"INFO","Best job opportunities","",""
"MATHS","If the weights of apples in a basket follow a normal distribution with a mean of 150 grams and a standard deviation of 20 grams, what is the probability that the total weight of 10 randomly selected apples is less than 1400 grams?","",""
"INFO","How do I travel with children?","",""
"MATHS","Discrete Fourier transform ","",""
"INFO","What are the best ways to invest in emerging market infrastructure?","",""
"IMAGE","Colonial architecture reflects the styles of European colonizers in different regions.","",""
"IMAGE","Symphony of colors in the canvas of existence.","",""
"MATHS","Find the dimension of the vector space spanned by a set of vectors.","",""
"MATHS","Integration theorem","",""
"IMAGE","Mumbai's Art Deco buildings stand as a testament to the city's cosmopolitan heritage.","",""
"INFO","How to start investing with little money?","",""
"INFO","What is the origin of the word ""language""","",""
"MATHS","Find the median of the following set of numbers: 31, 32, 33, 34, 35, 36, 37, 38.","",""
"MATHS","Determine the angles of a triangle ","",""
"MATHS","Explain the difference between mass and weight.","",""
"MATHS","If all cats have tails, and Fluffy has a tail, is Fluffy definitely a cat?","",""
"INFO","What is the SI unit of magnetic flux?","",""
"INFO","How are sign languages different from spoken languages","",""
"INFO","What is the process by which organisms maintain a stable internal environment called?","",""
"INFO","What was the significance of the invention of the steam engine?","",""
"MATHS","Prove that there are infinitely many prime numbers of the form 4n+1.","",""
"INFO","How do I plan a backpacking trip through Europe?","",""
"IMAGE","A serene lakeside retreat with a wooden dock and cozy cabin.","",""
"INFO","What are the benefits of teaching environmental education?","",""
"INFO","What is the error in","",""
"IMAGE","A bioengineered creature escaping from a research facility.","",""
"IMAGE","A majestic centaur galloping across the plains.","",""
"INFO","How to cook quinoa?","",""
"INFO","What is the process by which rocks are broken down into smaller pieces called?","",""
"INFO","Difference between a supernova and a neuron star","",""
"INFO","What are some of the most intriguing mysteries about the universe","",""
"INFO","Differences between Bitcoin and Ethereum","",""
"MATHS","Is 567 divisible by 7 and 9?","",""
"MATHS","A jar contains 10 red balls and 8 black balls. If two balls are drawn with replacement, what is the probability that both are black?","",""
"IMAGE","A colorful sunset paints the sky with vibrant hues.","",""
"IMAGE","A tranquil garden with trickling fountains and winding pathways.","",""
"IMAGE","Friends having a barbecue picnic at a local park.","",""
"IMAGE","A spacecraft powered by exotic matter.","",""
"IMAGE","A peaceful Japanese garden with koi ponds and winding pathways.","",""
"INFO","How are global health organizations addressing antibiotic resistance?","",""
"INFO","What are the benefits of online learning?","",""
"MATHS","Find the area of a rectangle with length 8 units and width 4 units.","",""
"IMAGE","A field of lavender sways gently in the breeze.","",""
"IMAGE","A towering symbol of modernity, gleaming glass skyscrapers pierce the sky in the heart of the city.""","",""
"IMAGE","A bustling marketplace filled with colorful stalls and lively vendors.","",""
"INFO","What are the top tourist attractions in Amsterdam?","",""
"INFO","What year did the Great Fire of London occur","",""
"INFO","What are the key components of a traditional Japanese bento box?","",""
"INFO","Outline steps for a successful product launch","",""
"INFO","How do languages borrow words from other languages","",""
"INFO","How many world championships has Pankaj Advani won in billiards?","",""
"INFO","What are the implications of deepfake technology?","",""
"INFO","What are the challenges of regulating artificial intelligence?","",""
"IMAGE","A vibrant field of wildflowers swaying in the breeze.","",""
"MATHS","Prove that if a and b are rational numbers such that  is rational, then both a and b are rational.","",""
"INFO","What was the significance of the invention of the telegraph?","",""
"IMAGE","A magical underwater kingdom with coral reefs and exotic fish.","",""
"IMAGE","Explorer discovers lost city deep in Amazon rainforest","",""
"INFO","Are there any theater productions or Broadway shows worth checking out?","",""
"INFO","How does wireless printing work?","",""
"INFO","What impact did the invention of the printing press have on literacy rates?","",""
"INFO","How do electric cars compare to traditional gasoline-powered vehicles?","",""
"IMAGE","A man practicing his skills at a shooting range.","",""
"INFO","What is robotics","",""
"INFO","What is the name of the band formed by Raghu Dixit?","",""
"INFO","How do I teach students about internet privacy?","",""
"MATHS","What is the shape of a slice of pizza?","",""
"INFO","What's your opinion on the latest updates or DLCs for popular games?","",""
"INFO","How do you turn on captions on YouTube","",""
"MATHS","Calculate the value of a trigonometric expression","",""
"IMAGE","A peaceful marshland teeming with birdlife and aquatic plants.","",""
"INFO","How do drones work?","",""
"MATHS","Find the characteristic polynomial of a linear transformation.","",""
"INFO","What are the best ways to invest in the financial sector?","",""
"IMAGE","A majestic horse gallops freely across an open field, its mane streaming out behind it in the wind.","",""
"IMAGE","A bustling harbor with ships coming and going.","",""
"INFO","How does computer vision technology work","",""
"INFO","What are the best travel destinations for wine lovers?","",""
"INFO","Who is Omar Abdullah?","",""
"IMAGE","A mischievous raccoon rummages through a garbage bin, its clever paws finding hidden treasures.","",""
"IMAGE","A mysterious banshee wailing in the night.","",""
"IMAGE","Whale whisperer helps stranded pod navigate back to open ocean","",""
"MATHS","Calculate the integral of the function","",""
"MATHS","Compute the determinant of the matrix: [[1, 2, 3], [4, 5, 6], [7, 8, 9]].","",""
"IMAGE","Reflections of self in the mirror of perception.","",""
"IMAGE","Astronauts encounter unidentified object on mission to Mars","",""
"INFO","How to paint kitchen cabinets?","",""
"MATHS","Use proof by contrapositive to show that if n² is even, then n is even.","",""
"MATHS","±","",""
"INFO","How to create a retirement income strategy?","",""
"IMAGE","Traditional Mysore silk sarees featuring intricate motifs.","",""
"INFO","What are the top tourist attractions in London?","",""
"IMAGE","A woman enjoying a glass of wine in a cozy wine bar.","",""
"INFO","What are the best ways to invest in healthcare companies?","",""
"INFO","What are the festivities of Pongal, and how is it celebrated?","",""
"MATHS","Given a circle with a circumference of 31.4 units, find its radius.","",""
"INFO","What are the risks of untreated anxiety?","",""
"MATHS","Is 10080 divisible by 7, 8, and 10?","",""
"INFO","What are the most scenic road trips in the world?","",""
"INFO","Who invented the first practical steamboat?","",""
"INFO","What are the best travel destinations for music lovers?","",""
"IMAGE","A bustling farmers market with fresh produce and artisanal goods.","",""
"INFO","What are the UI cases that need to be considered when designing a ","",""
"INFO","What impact did the invention of the printing press have on religion?","",""
"INFO","What is the significance of Indian epics like the Ramayana and Mahabharata?","",""
"IMAGE","A regal sphinx with the body of a lion.","",""
"INFO","How are international organizations addressing human rights abuses?","",""
"IMAGE","A family going on a whale-watching tour and spotting whales.","",""
"IMAGE","Contemporary salwar kameez sets with asymmetrical hemlines.","",""
"IMAGE","Postmodern architecture rejects modernist principles in favor of historical references and playful forms.","",""
"MATHS","Evaluate the determinant of the matrix: [[-3, 1], [0, -2]].","",""
"MATHS","Find the median of the following set of numbers: 12, 14, 18, 21, 23, 25.","",""
"MATHS","how many each person gets","",""
"IMAGE","A majestic glacier carving its way through rugged mountain terrain.","",""
"INFO","How to build a bookshelf?","",""
"IMAGE","A charming farmhouse surrounded by fields of golden wheat.","",""
"MATHS","Determine the probability","",""
"INFO","What are the best budget-friendly gaming consoles?","",""
"MATHS","Calculate the perimeter of a square with side length 5 units.","",""
"MATHS","Perform matrix operations such as addition, subtraction, and multiplication.","",""
"INFO","What were the causes of the Dust Bowl in the United States during the 1930s?","",""
"MATHS","vector subtraction","",""
"INFO","How did the assassination of President John F. Kennedy impact American politics?","",""
"INFO","What are the attributes of","",""
"IMAGE","A wise old phoenix rising from the ashes.","",""
"IMAGE","Quest for meaning in the labyrinth of life.","",""
"MATHS","Determine if two lines are parallel, perpendicular, or neither.","",""
"MATHS","tan","",""
"IMAGE","A man practicing his photography skills in a scenic location.","",""
"IMAGE","A time-traveling adventurer exploring ancient civilizations.","",""
"INFO","How to iron a shirt?","",""
"INFO","Can you give me a desert suggestion on a streesful day","",""
"MATHS","Subtract 0.6 from 1.","",""
"MATHS","Classify the given numbers into rational, irrational, or real categories.","",""
"MATHS","What is the difference between a tree and a forest in graph theory?","",""
"IMAGE","Nomadic architecture is portable and adaptable to the needs of nomadic cultures, often using lightweight materials.","",""
"INFO","How does video compression work","",""
"MATHS","Evaluate expressions ","",""
"INFO","Give some healthy vegan meal ideas","",""
"IMAGE","Floral prints and motifs on breezy chiffon sarees.","",""
"INFO","What are some classic dishes from Southern soul food cuisine?","",""
"INFO","What was the impact of Islamic architecture on Indian monuments and buildings?","",""
"IMAGE","A tranquil river winding through a lush forest.","",""
"INFO","What are the benefits of deep breathing exercises?","",""
"INFO","How are robotics and automation changing the workforce in different industries?","",""
"INFO","What is the Internet of Things (IoT), and how is it transforming various industries?","",""
"MATHS","linear differential equation","",""
"INFO","Who is credited with inventing the first practical camera?","",""
"INFO","How does gesture recognition technology work?","",""
"IMAGE","A graceful cheetah races across the African plains, its sleek body effortlessly gliding over the grass.","",""
"INFO","What sparked the Salem Witch Trials in colonial America?","",""
"INFO","Diagonosis of the disease","",""
"MATHS"," initial value problem","",""
"INFO","Are there any cultural or food festivals happening soon?","",""
"INFO","What are the risks of untreated diabetes?","",""
"MATHS","Calculate the surface area of a sphere with radius 3 cm.","",""
"INFO","Write a follow-up email with the subject line","",""
"MATHS","prime numbers","",""
"INFO","Draft a press release regarding","",""
"INFO","What are the prospects for resolving the conflict in Syria?","",""
"MATHS","Is 240 divisible by 6?","",""
"IMAGE","A sprawling botanical garden offers a peaceful oasis in the heart of the city, with exotic plants and fragrant blooms.","",""
"MATHS","A cylindrical container is to hold 1000 cm³ of liquid. What dimensions will minimize the surface area of the container?","",""
"IMAGE","Children having a science experiment day and conducting fun experiments.","",""
"INFO","What were the major developments in Indian literature and poetry during the Mughal period?","",""
"MATHS","Use mathematical induction to prove that the sum of the first n positive integers is equal to n(n + 1)/2.","",""
"MATHS","XNOR","",""
"MATHS","Simplify the expression ","",""
"MATHS","If there are 12 people at a party, how many different ways can they be seated around a circular table?","",""
"IMAGE","A remote desert oasis with palm trees swaying in the hot desert wind.","",""
"IMAGE","A student participating in a science fair with their innovative project.","",""
"IMAGE","Eco-friendly architecture incorporates sustainable materials and energy-efficient design principles.","",""
"MATHS","If a password consists of 4 digits chosen from 0 to 9, how many possible passwords are there?","",""
"MATHS","What is the probability of rolling a 3 on a fair six-sided die?","",""
"INFO","What is the main function of the endocrine system?","",""
"INFO","What is the significance of classical Indian dance forms like Bharatanatyam and Kathak?","",""
"INFO","How to choose the right retirement account for my needs?","",""
"INFO","What are the top tourist attractions in Hong Kong?","",""
"INFO","Can you describe the various types of galaxies ","",""
"INFO","Write the code for","",""
"IMAGE","A cozy cabin nestled in a snowy forest, smoke curling from its chimney.","",""
"INFO","How to prevent muscle cramps?","",""
"MATHS","Laplace inversion","",""
"INFO","What are the consequences of income inequality?","",""
"IMAGE","A sprawling sports complex is a hub of athletic activity, with stadiums, arenas, and training facilities bustling with athletes and fans.","",""
"IMAGE","A colorful hot air balloon floats peacefully over rolling hills.","",""
"IMAGE","A family having a barbecue picnic in a national park.","",""
"MATHS","show that","",""
"INFO","What causes acne?","",""
"INFO","Are there any major sporting events or championships happening soon?","",""
"INFO","Explain the significance of Dussehra and the rituals performed during the festival.","",""
"INFO","How to read a company's financial statements?","",""
"INFO","What are the best travel destinations for stargazing?","",""
"INFO","How many consonants are there in English","",""
"MATHS","prime numbers used in cryptography","",""
"MATHS","Find the sum of the first 50 terms of the series: 1 + 1/2 + 1/3 + 1/4 + ...","",""
"MATHS","Find the complement of set A = {a, b, c} if the universal set is {a, b, c, d, e}.","",""
"MATHS","Is 810 divisible by 9?","",""
"MATHS","The perimeter of an isosceles triangle is 36 cm, and each congruent side measures 13 cm. Find the length of the base.","",""
"IMAGE","A playful fairy dancing among the flowers.","",""
"INFO","Who is known as the inventor of the steam engine?","",""
"MATHS","A rectangle has a length of 15 units and a width of 8 units. What is its area?","",""
"IMAGE","A rainbow arcs across a stormy sky.","",""
"MATHS","∂","",""
"IMAGE","Kolkata's Victoria Memorial is a tribute to the grandeur of colonial architecture.","",""
"INFO","How do diseases spread","",""
"IMAGE","Town installs talking street signs to greet pedestrians","",""
"IMAGE","A dense fog blankets a tranquil forest.","",""
"INFO","What is the difference between infectious and non-infectious diseases","",""
"IMAGE","Children building a fort out of blankets and pillows.","",""
"INFO","What are the challenges of achieving universal healthcare?","",""
"IMAGE","A wise old tortoise slowly making its way through the desert.","",""
"INFO","How are quantum computers different from classical computers, and what are their potential capabilities?","",""
"MATHS","Divide 10 by 2.","",""
"INFO","What are the latest advancements in space exploration?","",""
"MATHS","Prove that the sum of two even numbers is always even.","",""
"INFO","Who is Hima Das, and what are her notable achievements in athletics?","",""
"INFO","How are governments addressing the opioid epidemic?","",""
"INFO","What are the records held by P.V. Sindhu in badminton?","",""
"INFO","How did the assassination of President John F. Kennedy impact American politics?","",""
"MATHS","Rotate the point (-1, 2) 60 degrees counterclockwise. What are the new coordinates?","",""
"IMAGE","A vibrant entertainment district is alive with nightlife, with bars, clubs, and theaters lighting up the night.","",""
"MATHS","Calculate the multiplication of ","",""
"IMAGE","A cascading waterfall tumbles down moss-covered rocks.","",""
"INFO","Who is the lead vocalist of the band Indian Ocean?","",""
"INFO","Who is Nirmala Sitharaman?","",""
"IMAGE","A bowl of creamy macaroni and cheese baked to golden perfection.","",""
"IMAGE","Dance of contradictions in the rhythm of the cosmos.","",""
"MATHS","matrix dimensions and order.","",""
"IMAGE","A bowl of hearty beef stew simmered with root vegetables and fragrant herbs.","",""
"IMAGE","Contemporary silk kurta sets with bold prints and patterns.","",""
"MATHS","boundary value problem","",""
"INFO","What is the SI unit of electric potential?","",""
"IMAGE","Federal architecture reflects the ideals of the young American republic, with its emphasis on democracy and freedom.","",""
"INFO","What are the risks of drinking alcohol?","",""
"IMAGE","Vibrant wildflowers carpet a rolling meadow.","",""
"INFO","How to improve liver health?","",""
"IMAGE","A bustling city square with towering skyscrapers and bustling crowds.","",""
"INFO","What are the latest scores and highlights from your favorite sports teams?","",""
"INFO","What role did Henry Ford play in the invention of the assembly line?","",""
"INFO","How does blockchain work","",""
"IMAGE","Craftsman architecture emphasizes craftsmanship and simplicity, with exposed beams and natural materials.","",""
"INFO","What are the best ways to invest in biotechnology companies?","",""
"IMAGE","A quaint mountain village nestled in the shadow of towering peaks.","",""
"INFO","What is the digital divide","",""
"IMAGE","Embroidered juttis adding a touch of tradition to any ensemble.","",""
"IMAGE","A colorful toucan perches on a branch, its oversized beak a striking contrast to its sleek body.","",""
"INFO","What are some other works by Jhumpa Lahiri?","",""
"IMAGE","Sanchi Stupa is a UNESCO World Heritage Site renowned for its Buddhist architecture.","",""
"INFO","What is the SI unit of luminous intensity?","",""
"MATHS","Find the maximum and minimum values of the function","",""
"INFO","What are the benefits of getting enough sleep?","",""
"IMAGE","Chand Baori in Rajasthan is one of the deepest stepwells in India, featuring 3,500 steps.","",""
"IMAGE","A tranquil garden with trickling fountains and winding pathways","",""
"INFO","What are some easy DIY home decor ideas?","",""
"IMAGE","Chic mirror work jackets perfect for festive occasions.","",""
"INFO","Who is credited with inventing the first commercially successful refrigerator?","",""
"INFO","How can I fix a leaky faucet","",""
"INFO","Who painted the","",""
"IMAGE","A juicy grilled steak cooked to perfection and served with garlic butter and roasted potatoes.","",""
"IMAGE","A picturesque vineyard with rows of grapevines stretching into the distance.","",""
"INFO","How are companies addressing labor rights in their supply chains?","",""
"INFO","Who discovered/invented","",""
"MATHS","Given that tan(θ) = 3/4 and cos(θ) is positive, find the value of sin(θ).","",""
"INFO","Who is the best Indian author of all time?","",""
"IMAGE","A tranquil alpine meadow with wildflowers blooming in the sunshine.","",""
"IMAGE","Children having a scavenger hunt in the backyard.","",""
"INFO","What are the best travel destinations for cherry picking?","",""
"INFO","How to invest in gold and other precious metals?","",""
"IMAGE","Robot orchestra performs symphony composed by artificial intelligence","",""
"INFO","What are the best ways to invest in agriculture?","",""
"MATHS","prime number applications in real life","",""
"IMAGE","A playful gremlin causing mischief in a bustling city marketplace.","",""
"INFO","What is the main function of the skeletal system?","",""
"IMAGE","A snowy mountain peak illuminated by the light of the moon.","",""
"INFO","What are the most scenic train routes in Europe?","",""
